epochs steps out_loss offset_loss train_accuracy time
12 149 0.166 495.173 0.958 3005.112
12 150 0.157 483.970 0.960 3009.794
12 151 0.130 475.120 0.962 3014.491
12 152 0.161 497.146 0.957 3019.251
12 153 0.174 483.645 0.954 3023.943
12 154 0.183 465.963 0.954 3027.588
12 155 0.191 426.665 0.951 3032.442
12 156 0.270 465.380 0.937 3037.297
12 157 0.256 439.370 0.930 3042.475
12 158 0.271 486.118 0.923 3047.401
12 159 0.305 460.580 0.921 3052.730
12 160 0.155 459.574 0.958 3057.692
12 161 0.280 481.727 0.935 3062.496
12 162 0.177 469.446 0.951 3066.070
12 163 0.169 462.479 0.946 3070.808
12 164 0.143 454.186 0.962 3075.565
12 165 0.297 445.475 0.925 3080.279
12 166 0.218 467.421 0.933 3083.941
12 167 1.013 480.964 0.756 3088.733
12 168 0.187 442.990 0.953 3092.400
12 169 0.111 464.673 0.970 3096.018
12 170 0.128 461.142 0.970 3099.626
12 171 0.123 499.686 0.965 3103.213
12 172 0.223 483.671 0.932 3107.907
12 173 0.249 510.391 0.927 3112.633
13 0 0.130 478.098 0.965 3290.672
13 1 0.122 478.947 0.961 3293.944
13 2 0.156 476.337 0.955 3297.244
13 3 0.180 481.101 0.946 3300.653
13 4 0.150 492.236 0.955 3304.131
13 5 0.155 487.879 0.954 3307.489
13 6 0.126 477.864 0.967 3310.917
13 7 0.150 486.467 0.960 3314.371
13 8 0.156 479.127 0.956 3317.793
13 9 0.134 472.454 0.962 3321.203
13 10 0.154 486.870 0.949 3324.590
13 11 0.146 477.687 0.958 3327.950
13 12 0.159 471.945 0.953 3331.277
13 13 0.144 455.934 0.958 3334.648
13 14 0.144 481.972 0.958 3337.959
13 15 0.136 478.928 0.959 3341.278
13 16 0.155 453.825 0.950 3344.601
13 17 0.162 479.241 0.947 3347.899
13 18 0.137 444.259 0.960 3351.181
13 19 0.133 470.657 0.963 3354.529
13 20 0.141 473.712 0.958 3357.859
13 21 0.141 479.036 0.964 3361.195
13 22 0.133 468.152 0.964 3364.576
13 23 0.152 472.346 0.956 3367.870
13 24 0.135 470.536 0.963 3371.174
13 25 0.143 486.896 0.957 3374.511
13 26 0.162 481.351 0.948 3377.876
13 27 0.134 464.648 0.966 3381.130
13 28 0.157 485.808 0.949 3384.421
13 29 0.133 515.784 0.960 3387.735
13 30 0.134 465.429 0.961 3391.170
13 31 0.138 465.545 0.957 3394.484
13 32 0.147 447.879 0.948 3397.912
13 33 0.149 452.718 0.953 3401.279
13 34 0.179 462.040 0.943 3404.644
13 35 0.217 485.329 0.922 3408.012
13 36 0.196 476.985 0.934 3411.322
13 37 0.195 465.286 0.929 3414.611
13 38 0.190 453.936 0.936 3417.956
13 39 0.191 467.445 0.933 3421.269
13 40 0.170 456.231 0.942 3424.587
13 41 0.201 462.066 0.933 3427.985
13 42 0.205 491.602 0.929 3431.270
13 43 0.197 448.292 0.922 3434.573
13 44 0.222 476.928 0.919 3437.862
13 45 0.194 487.755 0.934 3441.195
13 46 0.147 464.819 0.953 3444.457
13 47 0.173 458.853 0.942 3447.747
13 48 0.178 466.043 0.944 3451.033
13 49 0.225 467.028 0.918 3454.350
13 50 0.203 490.217 0.932 3457.664
13 51 0.167 492.188 0.947 3460.956
13 52 0.303 489.234 0.912 3464.268
13 53 0.206 457.373 0.933 3467.582
13 54 0.176 478.377 0.937 3470.906
13 55 0.194 475.235 0.935 3474.265
13 56 0.149 461.704 0.960 3477.597
13 57 0.198 460.052 0.936 3480.866
13 58 0.168 480.068 0.950 3484.192
13 59 0.183 464.490 0.941 3487.550
13 60 0.180 465.535 0.943 3490.895
13 61 0.167 457.718 0.949 3494.200
13 62 0.148 469.447 0.954 3497.530
13 63 0.150 471.183 0.955 3500.899
13 64 0.152 467.838 0.948 3504.335
13 65 0.127 472.349 0.965 3507.757
13 66 0.162 452.498 0.944 3511.054
13 67 0.121 457.829 0.972 3514.398
13 68 0.145 478.618 0.956 3517.695
13 69 0.138 470.486 0.960 3520.981
13 70 0.147 478.176 0.959 3524.256
13 71 0.133 487.299 0.972 3527.608
13 72 0.204 487.903 0.940 3530.900
13 73 0.224 441.471 0.945 3534.314
13 74 0.149 484.041 0.960 3537.635
13 75 0.169 454.169 0.955 3541.014
13 76 0.167 475.433 0.954 3544.335
13 77 0.183 482.754 0.948 3547.627
13 78 0.167 494.383 0.950 3550.954
13 79 0.146 483.060 0.966 3554.230
13 80 0.152 500.370 0.966 3557.545
13 81 0.150 476.540 0.960 3560.853
13 82 0.203 458.705 0.949 3564.169
13 83 0.190 472.858 0.948 3567.450
13 84 0.145 472.232 0.962 3570.748
13 85 0.142 486.973 0.961 3574.171
13 86 0.173 479.300 0.946 3577.474
13 87 0.137 480.357 0.958 3580.706
13 88 0.234 480.568 0.930 3583.978
13 89 0.125 461.727 0.966 3587.217
13 90 0.127 479.401 0.963 3590.433
13 91 0.197 487.611 0.952 3593.636
13 92 0.183 466.637 0.952 3596.850
13 93 0.137 500.817 0.961 3600.094
13 94 0.161 493.656 0.961 3603.406
13 95 0.175 475.306 0.948 3606.826
13 96 0.144 469.207 0.959 3610.105
13 97 0.159 465.050 0.957 3613.331
13 98 0.165 459.526 0.954 3616.570
13 99 0.138 480.976 0.967 3619.877
13 100 0.163 478.504 0.957 3623.219
13 101 0.146 479.652 0.960 3626.711
13 102 0.168 488.921 0.949 3630.117
13 103 0.168 467.726 0.953 3633.484
13 104 0.163 435.609 0.953 3636.881
13 105 0.165 501.704 0.951 3640.180
13 106 0.148 496.093 0.961 3643.437
13 107 0.131 481.619 0.969 3646.703
13 108 0.142 467.568 0.967 3649.991
13 109 0.164 482.824 0.952 3653.217
13 110 0.144 481.328 0.959 3656.470
13 111 0.155 472.024 0.956 3659.718
13 112 0.201 490.635 0.945 3662.999
13 113 0.150 462.638 0.956 3666.285
13 114 0.146 478.351 0.955 3669.565
13 115 0.146 506.358 0.960 3672.857
13 116 0.172 512.647 0.951 3676.136
13 117 0.178 475.414 0.947 3679.389
13 118 0.170 478.070 0.951 3682.686
13 119 0.146 489.893 0.958 3685.977
13 120 0.149 494.246 0.960 3689.235
13 121 0.171 475.180 0.955 3692.517
13 122 0.147 488.239 0.958 3695.792
13 123 0.147 472.293 0.956 3699.114
13 124 0.141 474.384 0.959 3702.442
13 125 0.134 487.165 0.965 3705.720
13 126 0.127 486.945 0.961 3708.959
13 127 0.133 490.020 0.966 3712.201
13 128 0.206 457.026 0.943 3715.541
13 129 0.187 445.839 0.943 3718.727
13 130 0.148 451.712 0.953 3721.901
13 131 0.164 410.041 0.953 3725.105
13 132 0.156 462.153 0.954 3728.349
13 133 0.103 468.876 0.971 3731.521
13 134 0.109 483.833 0.969 3734.797
13 135 0.132 495.910 0.959 3738.057
13 136 0.132 447.771 0.969 3741.677
13 137 0.285 483.095 0.935 3746.487
13 138 0.144 514.596 0.959 3751.301
13 139 0.193 493.112 0.947 3756.244
13 140 0.185 476.609 0.941 3761.173
13 141 0.189 483.287 0.947 3766.113
13 142 0.219 490.077 0.931 3771.083
13 143 0.138 449.033 0.962 3776.077
13 144 0.114 486.529 0.973 3780.907
13 145 0.145 471.575 0.958 3785.750
13 146 0.205 485.256 0.947 3789.337
13 147 0.285 449.737 0.921 3794.050
13 148 0.169 456.079 0.955 3798.822
13 149 0.163 483.954 0.957 3803.586
13 150 0.154 457.087 0.959 3808.292
13 151 0.107 494.172 0.976 3813.007
13 152 0.140 475.651 0.966 3817.781
13 153 0.171 513.151 0.952 3822.486
13 154 0.175 444.788 0.955 3826.115
13 155 0.189 474.549 0.953 3830.980
13 156 0.267 467.438 0.935 3835.854
13 157 0.242 475.965 0.934 3841.047
13 158 0.253 484.526 0.930 3845.964
13 159 0.277 469.653 0.928 3851.328
13 160 0.158 497.760 0.954 3856.279
13 161 0.265 458.106 0.938 3861.097
13 162 0.181 461.970 0.949 3864.687
13 163 0.157 465.674 0.959 3869.434
13 164 0.132 462.588 0.965 3874.207
13 165 0.258 444.885 0.936 3878.929
13 166 0.199 469.168 0.945 3882.598
13 167 0.978 476.499 0.765 3887.388
13 168 0.186 448.485 0.952 3891.053
13 169 0.098 475.547 0.975 3894.677
13 170 0.124 467.159 0.970 3898.306
13 171 0.103 486.772 0.974 3901.894
13 172 0.204 470.660 0.937 3906.611
13 173 0.235 450.771 0.931 3911.362
14 0 0.126 458.450 0.964 4089.739
14 1 0.107 504.795 0.969 4093.006
14 2 0.145 477.868 0.961 4096.305
14 3 0.157 487.198 0.951 4099.737
14 4 0.150 494.583 0.957 4103.229
14 5 0.139 489.278 0.958 4106.579
14 6 0.123 490.826 0.963 4110.003
14 7 0.133 477.076 0.963 4113.491
14 8 0.149 469.640 0.956 4116.912
14 9 0.120 455.814 0.966 4120.308
14 10 0.134 463.942 0.960 4123.660
14 11 0.153 471.604 0.948 4127.006
14 12 0.129 468.048 0.963 4130.322
14 13 0.146 469.102 0.956 4133.724
14 14 0.124 457.238 0.962 4137.036
14 15 0.116 474.055 0.971 4140.333
14 16 0.140 470.230 0.958 4143.648
14 17 0.160 464.109 0.949 4146.951
14 18 0.144 472.833 0.957 4150.226
14 19 0.129 452.220 0.968 4153.583
14 20 0.126 480.046 0.959 4156.930
14 21 0.116 468.749 0.971 4160.259
14 22 0.134 462.410 0.965 4163.626
14 23 0.137 464.362 0.956 4166.928
14 24 0.137 456.508 0.954 4170.247
14 25 0.129 470.858 0.961 4173.592
14 26 0.126 463.042 0.965 4176.966
14 27 0.121 473.618 0.966 4180.225
14 28 0.142 459.856 0.956 4183.549
14 29 0.125 491.081 0.962 4186.861
14 30 0.121 465.076 0.965 4190.305
14 31 0.127 457.992 0.961 4193.664
14 32 0.155 478.723 0.945 4197.106
14 33 0.141 466.098 0.956 4200.493
14 34 0.178 449.864 0.932 4203.857
14 35 0.154 458.929 0.950 4207.234
14 36 0.174 434.883 0.935 4210.555
14 37 0.169 468.482 0.944 4213.867
14 38 0.181 474.178 0.944 4217.210
14 39 0.164 484.895 0.945 4220.522
14 40 0.182 464.580 0.933 4223.828
14 41 0.166 469.082 0.946 4227.213
14 42 0.167 466.504 0.941 4230.503
14 43 0.170 458.498 0.937 4233.832
14 44 0.165 463.280 0.941 4237.144
14 45 0.176 466.864 0.939 4240.482
14 46 0.146 448.441 0.956 4243.757
14 47 0.151 464.543 0.954 4247.047
14 48 0.158 458.948 0.953 4250.325
14 49 0.196 476.587 0.943 4253.619
14 50 0.158 455.766 0.952 4256.966
14 51 0.147 499.767 0.954 4260.278
14 52 0.283 462.993 0.926 4263.609
14 53 0.186 481.336 0.935 4266.944
14 54 0.189 458.146 0.922 4270.249
14 55 0.162 488.071 0.949 4273.624
14 56 0.146 491.541 0.960 4276.952
14 57 0.189 450.915 0.936 4280.229
14 58 0.160 463.416 0.950 4283.548
14 59 0.149 481.734 0.955 4286.886
14 60 0.145 480.962 0.955 4290.236
14 61 0.154 498.614 0.950 4293.530
14 62 0.152 455.709 0.949 4296.859
14 63 0.146 449.976 0.954 4300.241
14 64 0.142 460.340 0.952 4303.693
14 65 0.129 446.159 0.961 4307.114
14 66 0.131 460.672 0.958 4310.423
14 67 0.133 463.348 0.959 4313.784
14 68 0.131 467.301 0.958 4317.088
14 69 0.131 464.482 0.963 4320.389
14 70 0.128 518.066 0.967 4323.680
14 71 0.124 485.685 0.965 4327.038
14 72 0.180 463.928 0.954 4330.334
14 73 0.216 493.478 0.943 4333.747
14 74 0.139 506.824 0.961 4337.075
14 75 0.175 469.340 0.953 4340.469
14 76 0.161 461.569 0.954 4343.795
14 77 0.162 484.690 0.952 4347.090
14 78 0.141 494.439 0.960 4350.417
14 79 0.148 492.729 0.963 4353.686
14 80 0.142 517.350 0.962 4356.983
14 81 0.161 503.442 0.958 4360.299
14 82 0.203 448.185 0.944 4363.589
14 83 0.160 489.810 0.958 4366.883
14 84 0.132 451.807 0.966 4370.183
14 85 0.141 450.622 0.959 4373.625
14 86 0.171 480.938 0.949 4376.928
14 87 0.134 487.940 0.962 4380.161
14 88 0.236 477.768 0.935 4383.467
14 89 0.124 492.976 0.964 4386.714
14 90 0.108 491.576 0.972 4389.945
14 91 0.195 492.855 0.951 4393.152
14 92 0.165 482.318 0.954 4396.351
14 93 0.136 461.270 0.960 4399.594
14 94 0.149 480.910 0.963 4402.895
14 95 0.158 512.287 0.951 4406.309
14 96 0.138 485.243 0.961 4409.591
14 97 0.133 483.322 0.963 4412.809
14 98 0.152 446.405 0.957 4416.065
14 99 0.137 471.876 0.965 4419.361
14 100 0.140 484.604 0.960 4422.709
14 101 0.144 482.381 0.963 4426.193
14 102 0.157 434.488 0.954 4429.607
14 103 0.152 437.325 0.958 4432.956
14 104 0.145 453.069 0.956 4436.346
14 105 0.157 475.292 0.954 4439.634
14 106 0.143 508.396 0.961 4442.884
14 107 0.138 468.696 0.961 4446.143
14 108 0.132 495.803 0.965 4449.422
14 109 0.160 461.836 0.950 4452.641
14 110 0.133 500.030 0.962 4455.902
14 111 0.141 476.079 0.960 4459.142
14 112 0.174 461.742 0.950 4462.429
14 113 0.145 473.620 0.952 4465.675
14 114 0.127 487.488 0.966 4468.967
14 115 0.140 478.057 0.964 4472.255
14 116 0.149 501.977 0.958 4475.534
14 117 0.171 484.011 0.942 4478.800
14 118 0.155 479.883 0.954 4482.097
14 119 0.135 477.843 0.965 4485.397
14 120 0.135 485.393 0.964 4488.645
14 121 0.155 498.580 0.959 4491.945
14 122 0.134 490.606 0.961 4495.229
14 123 0.127 488.028 0.966 4498.564
14 124 0.134 481.416 0.960 4501.885
14 125 0.133 495.450 0.960 4505.156
14 126 0.115 449.030 0.968 4508.418
14 127 0.122 468.382 0.968 4511.654
14 128 0.190 486.732 0.947 4515.012
14 129 0.176 462.477 0.948 4518.210
14 130 0.144 463.394 0.955 4521.395
14 131 0.146 462.340 0.959 4524.608
14 132 0.156 433.347 0.952 4527.866
14 133 0.103 463.495 0.970 4531.057
14 134 0.097 465.412 0.977 4534.333
14 135 0.119 490.777 0.968 4537.614
14 136 0.133 461.590 0.970 4541.241
14 137 0.271 470.818 0.941 4546.061
14 138 0.136 508.648 0.958 4550.894
14 139 0.185 461.737 0.947 4555.834
14 140 0.180 511.930 0.940 4560.772
14 141 0.188 477.215 0.942 4565.718
14 142 0.213 493.814 0.937 4570.685
14 143 0.126 500.017 0.966 4575.663
14 144 0.119 474.578 0.970 4580.482
14 145 0.129 485.088 0.963 4585.305
14 146 0.192 451.079 0.949 4588.898
14 147 0.273 494.597 0.934 4593.620
14 148 0.172 473.638 0.951 4598.405
14 149 0.157 479.889 0.958 4603.181
14 150 0.134 504.521 0.968 4607.892
14 151 0.111 477.477 0.969 4612.611
14 152 0.147 492.073 0.958 4617.387
14 153 0.163 522.938 0.955 4622.089
14 154 0.165 488.257 0.957 4625.722
14 155 0.181 475.616 0.951 4630.613
14 156 0.261 491.002 0.938 4635.491
14 157 0.242 467.829 0.935 4640.655
14 158 0.276 484.207 0.919 4645.588
14 159 0.288 478.052 0.925 4650.918
14 160 0.190 488.086 0.946 4655.894
14 161 0.260 472.846 0.940 4660.710
14 162 0.143 454.288 0.960 4664.317
14 163 0.146 475.459 0.958 4669.077
14 164 0.116 474.770 0.969 4673.843
14 165 0.263 468.820 0.931 4678.563
14 166 0.205 460.438 0.938 4682.239
14 167 0.963 451.568 0.768 4687.022
14 168 0.174 475.386 0.954 4690.702
14 169 0.090 464.642 0.977 4694.312
14 170 0.118 466.943 0.971 4697.927
14 171 0.097 476.953 0.976 4701.520
14 172 0.182 475.109 0.944 4706.226
14 173 0.220 510.653 0.938 4710.974
15 0 0.133 486.104 0.960 4889.393
15 1 0.105 479.289 0.969 4892.672
15 2 0.152 476.132 0.951 4895.978
15 3 0.144 498.875 0.960 4899.431
15 4 0.134 492.452 0.962 4902.928
15 5 0.120 492.613 0.964 4906.279
15 6 0.118 466.368 0.966 4909.722
15 7 0.135 484.129 0.962 4913.163
15 8 0.137 475.676 0.957 4916.579
15 9 0.119 508.307 0.965 4919.958
15 10 0.140 465.665 0.953 4923.342
15 11 0.120 467.470 0.966 4926.729
15 12 0.130 469.382 0.962 4930.059
15 13 0.147 493.346 0.954 4933.468
15 14 0.111 463.724 0.968 4936.789
15 15 0.114 494.998 0.967 4940.107
15 16 0.140 461.095 0.954 4943.442
15 17 0.140 485.428 0.956 4946.748
15 18 0.123 467.822 0.958 4950.030
15 19 0.099 437.719 0.973 4953.398
15 20 0.126 480.660 0.959 4956.743
15 21 0.130 471.840 0.958 4960.079
15 22 0.127 496.078 0.962 4963.471
15 23 0.124 474.463 0.966 4966.771
15 24 0.140 459.928 0.956 4970.086
15 25 0.117 482.610 0.968 4973.435
15 26 0.121 504.867 0.965 4976.816
15 27 0.120 457.057 0.962 4980.072
15 28 0.139 455.695 0.957 4983.374
15 29 0.118 468.994 0.966 4986.673
15 30 0.116 460.323 0.966 4990.097
15 31 0.115 479.457 0.966 4993.423
15 32 0.116 466.956 0.961 4996.868
15 33 0.136 487.477 0.953 5000.253
15 34 0.133 498.066 0.954 5003.627
15 35 0.163 481.578 0.940 5007.015
15 36 0.164 485.855 0.945 5010.324
15 37 0.177 471.371 0.941 5013.635
15 38 0.171 437.788 0.945 5016.978
15 39 0.169 474.975 0.938 5020.287
15 40 0.151 452.908 0.949 5023.605
15 41 0.139 460.544 0.955 5026.999
15 42 0.148 470.063 0.949 5030.298
15 43 0.142 485.237 0.954 5033.627
15 44 0.132 480.123 0.958 5036.931
15 45 0.156 473.631 0.948 5040.266
15 46 0.132 453.442 0.959 5043.543
15 47 0.144 464.673 0.955 5046.824
15 48 0.159 460.308 0.949 5050.119
15 49 0.161 495.188 0.953 5053.436
15 50 0.138 462.645 0.958 5056.759
15 51 0.145 475.465 0.961 5060.065
15 52 0.270 486.305 0.932 5063.393
15 53 0.168 465.226 0.948 5066.725
15 54 0.143 473.363 0.955 5070.048
15 55 0.155 472.607 0.950 5073.433
15 56 0.121 498.702 0.968 5076.749
15 57 0.151 474.635 0.953 5080.026
15 58 0.133 464.167 0.963 5083.336
15 59 0.141 470.782 0.957 5086.682
15 60 0.143 476.749 0.955 5090.023
15 61 0.126 477.436 0.963 5093.329
15 62 0.127 453.042 0.959 5096.664
15 63 0.116 429.499 0.969 5100.039
15 64 0.124 457.350 0.959 5103.482
15 65 0.104 466.530 0.970 5106.914
15 66 0.115 453.313 0.966 5110.226
15 67 0.110 464.070 0.968 5113.580
15 68 0.130 487.292 0.959 5116.876
15 69 0.126 488.644 0.965 5120.168
15 70 0.132 485.844 0.966 5123.476
15 71 0.121 473.549 0.966 5126.839
15 72 0.179 457.378 0.950 5130.125
15 73 0.203 474.334 0.943 5133.539
15 74 0.129 466.020 0.963 5136.863
15 75 0.154 467.650 0.960 5140.235
15 76 0.166 473.960 0.953 5143.558
15 77 0.179 477.989 0.941 5146.860
15 78 0.129 480.163 0.964 5150.193
15 79 0.142 521.829 0.960 5153.467
15 80 0.114 516.732 0.977 5156.764
15 81 0.141 466.223 0.959 5160.084
15 82 0.187 455.467 0.946 5163.397
15 83 0.192 489.695 0.939 5166.697
15 84 0.129 476.703 0.965 5170.000
15 85 0.119 493.796 0.965 5173.442
15 86 0.142 496.665 0.958 5176.736
15 87 0.122 474.127 0.960 5179.974
15 88 0.229 443.121 0.938 5183.253
15 89 0.112 489.625 0.970 5186.487
15 90 0.104 495.517 0.968 5189.703
15 91 0.189 479.984 0.950 5192.918
15 92 0.145 480.913 0.961 5196.119
15 93 0.113 483.133 0.970 5199.382
15 94 0.144 477.894 0.964 5202.680
15 95 0.158 505.800 0.950 5206.091
15 96 0.117 462.933 0.969 5209.376
15 97 0.130 474.502 0.965 5212.588
15 98 0.143 535.678 0.960 5215.843
15 99 0.111 472.429 0.973 5219.169
15 100 0.129 489.122 0.966 5222.550
15 101 0.123 457.721 0.967 5226.031
15 102 0.142 455.857 0.961 5229.445
15 103 0.138 464.000 0.961 5232.805
15 104 0.151 444.651 0.955 5236.209
15 105 0.138 475.901 0.959 5239.491
15 106 0.125 480.755 0.966 5242.783
15 107 0.131 474.437 0.960 5246.085
15 108 0.126 494.875 0.966 5249.394
15 109 0.136 510.278 0.957 5252.648
15 110 0.130 493.930 0.961 5255.920
15 111 0.135 462.280 0.960 5259.195
15 112 0.157 458.774 0.955 5262.501
15 113 0.131 464.724 0.962 5265.764
15 114 0.120 473.126 0.966 5269.038
15 115 0.134 493.887 0.962 5272.335
15 116 0.141 484.652 0.962 5275.632
15 117 0.159 488.878 0.946 5278.907
15 118 0.132 483.571 0.962 5282.220
15 119 0.122 507.415 0.967 5285.529
15 120 0.128 491.081 0.965 5288.800
15 121 0.141 492.626 0.959 5292.093
15 122 0.137 474.272 0.959 5295.390
15 123 0.129 480.278 0.963 5298.718
15 124 0.118 454.241 0.969 5302.048
15 125 0.125 469.392 0.962 5305.322
15 126 0.108 467.355 0.969 5308.577
15 127 0.120 467.975 0.964 5311.837
15 128 0.178 476.163 0.950 5315.184
15 129 0.153 447.012 0.955 5318.391
15 130 0.121 454.540 0.968 5321.575
15 131 0.151 460.480 0.958 5324.786
15 132 0.133 429.344 0.959 5328.035
15 133 0.100 443.333 0.971 5331.222
15 134 0.101 468.438 0.971 5334.488
15 135 0.109 475.567 0.969 5337.752
15 136 0.118 458.028 0.971 5341.356
15 137 0.263 492.005 0.945 5346.188
15 138 0.147 475.178 0.957 5351.008
15 139 0.180 506.526 0.953 5355.946
15 140 0.201 492.171 0.945 5360.897
15 141 0.185 471.817 0.944 5365.862
15 142 0.205 454.648 0.936 5370.841
15 143 0.123 455.462 0.967 5375.843
15 144 0.094 478.004 0.979 5380.664
15 145 0.116 466.512 0.964 5385.499
15 146 0.192 456.090 0.948 5389.095
15 147 0.262 463.130 0.930 5393.827
15 148 0.156 493.098 0.957 5398.605
15 149 0.148 464.491 0.959 5403.392
15 150 0.136 503.700 0.965 5408.097
15 151 0.094 471.888 0.975 5412.801
15 152 0.132 482.634 0.964 5417.556
15 153 0.168 484.367 0.950 5422.255
15 154 0.157 450.666 0.959 5425.892
15 155 0.175 454.745 0.953 5430.786
15 156 0.246 458.158 0.939 5435.666
15 157 0.230 470.307 0.938 5440.852
15 158 0.256 519.291 0.929 5445.795
15 159 0.271 474.127 0.932 5451.145
15 160 0.142 470.146 0.959 5456.138
15 161 0.255 484.765 0.942 5460.970
15 162 0.147 474.798 0.963 5464.562
15 163 0.149 480.723 0.954 5469.311
15 164 0.123 471.137 0.966 5474.077
15 165 0.256 448.715 0.935 5478.810
15 166 0.199 439.499 0.942 5482.483
15 167 0.951 471.342 0.763 5487.298
15 168 0.177 466.253 0.951 5490.951
15 169 0.090 460.053 0.975 5494.573
15 170 0.108 502.642 0.973 5498.199
15 171 0.091 479.039 0.975 5501.787
15 172 0.161 466.887 0.959 5506.500
15 173 0.202 494.033 0.944 5511.276
16 0 0.121 456.935 0.961 5689.875
16 1 0.107 483.421 0.967 5693.152
16 2 0.141 455.949 0.959 5696.449
16 3 0.138 470.196 0.960 5699.907
16 4 0.127 479.277 0.963 5703.388
16 5 0.143 504.098 0.954 5706.760
16 6 0.103 482.150 0.968 5710.197
16 7 0.117 483.058 0.967 5713.649
16 8 0.143 491.346 0.955 5717.075
16 9 0.104 462.777 0.969 5720.471
16 10 0.117 473.193 0.965 5723.841
16 11 0.115 442.777 0.965 5727.204
16 12 0.141 438.769 0.956 5730.530
16 13 0.124 466.589 0.960 5733.935
16 14 0.114 472.582 0.966 5737.241
16 15 0.121 476.305 0.965 5740.549
16 16 0.125 480.889 0.960 5743.880
16 17 0.113 489.880 0.966 5747.183
16 18 0.126 453.604 0.961 5750.466
16 19 0.107 487.587 0.968 5753.832
16 20 0.118 471.699 0.966 5757.176
16 21 0.106 479.861 0.972 5760.510
16 22 0.113 491.496 0.968 5763.901
16 23 0.107 467.875 0.970 5767.212
16 24 0.119 467.797 0.965 5770.544
16 25 0.110 457.659 0.965 5773.887
16 26 0.128 477.086 0.960 5777.257
16 27 0.100 467.798 0.970 5780.521
16 28 0.123 477.549 0.960 5783.829
16 29 0.099 458.915 0.974 5787.143
16 30 0.104 496.262 0.970 5790.590
16 31 0.100 470.525 0.972 5793.924
16 32 0.129 465.265 0.958 5797.363
16 33 0.119 480.583 0.961 5800.752
16 34 0.149 503.530 0.949 5804.134
16 35 0.151 476.282 0.952 5807.525
16 36 0.132 469.965 0.956 5810.843
16 37 0.160 451.964 0.943 5814.150
16 38 0.136 480.685 0.957 5817.508
16 39 0.146 463.746 0.953 5820.796
16 40 0.129 485.471 0.958 5824.126
16 41 0.123 466.685 0.961 5827.511
16 42 0.157 448.885 0.944 5830.809
16 43 0.127 455.792 0.961 5834.135
16 44 0.136 477.062 0.954 5837.434
16 45 0.147 449.339 0.950 5840.765
16 46 0.124 472.676 0.965 5844.039
16 47 0.135 491.630 0.959 5847.325
16 48 0.133 437.237 0.960 5850.616
16 49 0.161 465.415 0.950 5853.949
16 50 0.144 463.467 0.955 5857.282
16 51 0.113 466.838 0.970 5860.597
16 52 0.287 472.395 0.927 5863.917
16 53 0.145 477.323 0.957 5867.249
16 54 0.124 466.636 0.966 5870.577
16 55 0.132 488.931 0.964 5873.960
16 56 0.128 467.526 0.962 5877.274
16 57 0.149 459.324 0.953 5880.559
16 58 0.125 476.188 0.963 5883.875
16 59 0.132 465.305 0.962 5887.233
16 60 0.118 475.876 0.965 5890.594
16 61 0.113 482.176 0.967 5893.910
16 62 0.116 455.251 0.967 5897.248
16 63 0.119 484.275 0.967 5900.631
16 64 0.121 460.546 0.961 5904.074
