epochs steps out_loss offset_loss train_accuracy time
60 75 0.083 452.980 0.972 40716.921
60 76 0.095 478.829 0.969 40720.154
60 77 0.087 507.120 0.971 40723.380
60 78 0.058 488.685 0.979 40726.630
60 79 0.067 511.310 0.977 40729.845
60 80 0.066 480.011 0.978 40733.072
60 81 0.096 522.111 0.969 40736.300
60 82 0.114 441.800 0.964 40739.523
60 83 0.097 490.195 0.970 40742.742
60 84 0.060 468.650 0.978 40745.958
60 85 0.081 482.715 0.972 40749.317
60 86 0.078 486.227 0.975 40752.533
60 87 0.055 469.737 0.983 40755.699
60 88 0.127 452.831 0.951 40758.893
60 89 0.068 480.294 0.977 40762.056
60 90 0.055 477.050 0.981 40765.198
60 91 0.112 457.739 0.966 40768.347
60 92 0.113 457.609 0.966 40771.469
60 93 0.071 480.472 0.978 40774.636
60 94 0.077 498.341 0.973 40777.857
60 95 0.082 496.505 0.970 40781.199
60 96 0.064 460.786 0.979 40784.392
60 97 0.065 482.671 0.976 40787.538
60 98 0.071 491.687 0.974 40790.697
60 99 0.058 473.514 0.981 40793.934
60 100 0.072 497.535 0.976 40797.185
60 101 0.073 471.885 0.975 40800.589
60 102 0.075 479.701 0.974 40803.909
60 103 0.085 458.909 0.971 40807.180
60 104 0.072 465.859 0.976 40810.475
60 105 0.071 476.257 0.974 40813.681
60 106 0.058 489.108 0.980 40816.861
60 107 0.057 497.266 0.979 40820.037
60 108 0.065 504.458 0.978 40823.234
60 109 0.063 481.779 0.977 40826.388
60 110 0.065 484.859 0.977 40829.563
60 111 0.070 482.157 0.973 40832.734
60 112 0.094 469.264 0.970 40835.945
60 113 0.055 471.498 0.981 40839.145
60 114 0.061 465.593 0.977 40842.349
60 115 0.064 493.476 0.976 40845.566
60 116 0.078 499.853 0.971 40848.761
60 117 0.146 467.155 0.957 40851.930
60 118 0.070 489.768 0.975 40855.145
60 119 0.062 472.385 0.976 40858.368
60 120 0.068 497.808 0.975 40861.526
60 121 0.077 477.291 0.973 40864.733
60 122 0.065 468.370 0.975 40867.936
60 123 0.058 488.919 0.978 40871.178
60 124 0.055 461.956 0.981 40874.433
60 125 0.061 471.941 0.979 40877.633
60 126 0.048 468.386 0.984 40880.816
60 127 0.060 476.051 0.978 40883.983
60 128 0.118 459.590 0.963 40887.262
60 129 0.097 423.683 0.967 40890.392
60 130 0.071 446.036 0.975 40893.489
60 131 0.073 448.909 0.979 40896.620
60 132 0.065 454.937 0.977 40899.783
60 133 0.048 442.979 0.983 40902.892
60 134 0.057 471.612 0.979 40906.082
60 135 0.077 507.993 0.970 40909.268
60 136 0.076 454.308 0.977 40912.791
60 137 0.188 492.703 0.950 40917.441
60 138 0.060 491.167 0.980 40922.108
60 139 0.144 495.185 0.952 40926.880
60 140 0.094 475.544 0.969 40931.645
60 141 0.086 477.506 0.970 40936.436
60 142 0.125 470.824 0.952 40941.231
60 143 0.069 468.421 0.976 40946.061
60 144 0.052 459.454 0.984 40950.711
60 145 0.071 447.250 0.977 40955.351
60 146 0.111 456.819 0.967 40958.854
60 147 0.184 473.049 0.948 40963.415
60 148 0.095 471.285 0.972 40968.014
60 149 0.096 494.540 0.969 40972.607
60 150 0.089 462.714 0.972 40977.153
60 151 0.067 468.770 0.978 40981.690
60 152 0.073 484.979 0.978 40986.299
60 153 0.096 496.041 0.968 40990.837
60 154 0.106 476.354 0.967 40994.377
60 155 0.114 483.864 0.966 40999.092
60 156 0.168 473.857 0.953 41003.788
60 157 0.197 452.046 0.946 41008.818
60 158 0.164 454.748 0.945 41013.574
60 159 0.222 487.614 0.939 41018.729
60 160 0.073 477.097 0.976 41023.519
60 161 0.190 462.958 0.951 41028.178
60 162 0.075 489.419 0.975 41031.666
60 163 0.079 463.851 0.975 41036.255
60 164 0.059 463.010 0.981 41040.859
60 165 0.206 452.590 0.948 41045.429
60 166 0.113 469.601 0.966 41049.012
60 167 0.271 471.272 0.900 41053.647
60 168 0.125 460.870 0.961 41057.240
60 169 0.051 467.806 0.984 41060.786
60 170 0.068 483.188 0.978 41064.339
60 171 0.058 474.787 0.982 41067.852
60 172 0.098 457.550 0.972 41072.405
60 173 0.141 455.826 0.962 41076.997
61 0 0.069 472.934 0.977 41250.260
61 1 0.057 454.828 0.979 41253.456
61 2 0.073 489.021 0.976 41256.667
61 3 0.078 486.885 0.974 41260.008
61 4 0.076 499.078 0.977 41263.394
61 5 0.066 506.904 0.975 41266.688
61 6 0.055 471.407 0.980 41270.033
61 7 0.062 474.283 0.979 41273.398
61 8 0.074 474.663 0.974 41276.741
61 9 0.056 492.108 0.980 41280.037
61 10 0.056 463.631 0.980 41283.323
61 11 0.055 473.470 0.980 41286.622
61 12 0.058 462.310 0.978 41289.881
61 13 0.065 497.330 0.975 41293.198
61 14 0.053 483.418 0.981 41296.421
61 15 0.059 454.367 0.980 41299.657
61 16 0.059 467.127 0.979 41302.906
61 17 0.060 447.176 0.979 41306.130
61 18 0.064 447.992 0.978 41309.339
61 19 0.046 492.544 0.984 41312.625
61 20 0.055 462.291 0.980 41315.881
61 21 0.055 454.731 0.979 41319.135
61 22 0.053 457.706 0.983 41322.446
61 23 0.050 471.681 0.983 41325.676
61 24 0.047 479.600 0.983 41328.918
61 25 0.059 499.164 0.978 41332.186
61 26 0.050 485.835 0.982 41335.475
61 27 0.045 457.756 0.985 41338.659
61 28 0.058 465.505 0.980 41341.873
61 29 0.047 466.983 0.984 41345.092
61 30 0.056 483.441 0.982 41348.443
61 31 0.049 467.616 0.983 41351.683
61 32 0.050 460.815 0.984 41355.020
61 33 0.056 493.729 0.980 41358.323
61 34 0.052 460.711 0.982 41361.607
61 35 0.055 460.981 0.981 41364.903
61 36 0.058 468.109 0.980 41368.141
61 37 0.059 460.393 0.979 41371.353
61 38 0.044 456.334 0.986 41374.626
61 39 0.051 469.862 0.983 41377.843
61 40 0.049 466.246 0.985 41381.068
61 41 0.055 456.809 0.983 41384.371
61 42 0.040 439.497 0.989 41387.585
61 43 0.048 467.405 0.984 41390.835
61 44 0.044 457.667 0.986 41394.054
61 45 0.048 470.980 0.984 41397.296
61 46 0.055 492.972 0.981 41400.488
61 47 0.055 490.469 0.983 41403.687
61 48 0.056 452.177 0.981 41406.895
61 49 0.080 487.323 0.971 41410.130
61 50 0.055 470.725 0.981 41413.370
61 51 0.054 463.168 0.984 41416.581
61 52 0.201 500.935 0.951 41419.822
61 53 0.092 466.038 0.965 41423.072
61 54 0.046 449.894 0.986 41426.308
61 55 0.050 507.721 0.983 41429.601
61 56 0.045 472.430 0.985 41432.837
61 57 0.047 477.094 0.986 41436.045
61 58 0.049 484.621 0.984 41439.289
61 59 0.050 468.248 0.985 41442.558
61 60 0.051 495.564 0.984 41445.828
61 61 0.060 481.472 0.980 41449.054
61 62 0.052 457.614 0.985 41452.303
61 63 0.058 456.040 0.981 41455.581
61 64 0.055 460.235 0.980 41458.954
61 65 0.044 460.835 0.986 41462.305
61 66 0.053 454.569 0.982 41465.526
61 67 0.064 461.657 0.978 41468.803
61 68 0.051 485.302 0.983 41472.023
61 69 0.048 472.852 0.985 41475.244
61 70 0.050 478.828 0.984 41478.445
61 71 0.055 505.302 0.979 41481.723
61 72 0.094 469.681 0.970 41484.937
61 73 0.138 468.926 0.957 41488.260
61 74 0.063 495.553 0.979 41491.513
61 75 0.089 491.106 0.971 41494.815
61 76 0.106 464.964 0.966 41498.040
61 77 0.084 465.018 0.972 41501.250
61 78 0.062 497.246 0.979 41504.499
61 79 0.067 520.614 0.978 41507.691
61 80 0.060 458.537 0.980 41510.918
61 81 0.084 484.436 0.973 41514.159
61 82 0.109 484.951 0.967 41517.387
61 83 0.083 464.551 0.973 41520.600
61 84 0.068 458.648 0.976 41523.817
61 85 0.066 442.731 0.975 41527.169
61 86 0.084 482.875 0.973 41530.406
61 87 0.057 475.920 0.981 41533.570
61 88 0.106 487.979 0.955 41536.774
61 89 0.070 513.880 0.978 41539.925
61 90 0.057 503.593 0.981 41543.062
61 91 0.161 481.876 0.952 41546.198
61 92 0.115 489.990 0.965 41549.329
61 93 0.089 460.498 0.972 41552.495
61 94 0.089 473.434 0.968 41555.721
61 95 0.083 484.504 0.969 41559.060
61 96 0.066 474.630 0.977 41562.263
61 97 0.071 459.957 0.976 41565.398
61 98 0.066 486.756 0.978 41568.572
61 99 0.064 487.461 0.978 41571.800
61 100 0.071 489.237 0.976 41575.069
61 101 0.074 472.980 0.975 41578.470
61 102 0.088 463.959 0.970 41581.796
61 103 0.089 480.812 0.972 41585.072
61 104 0.077 434.745 0.974 41588.379
61 105 0.075 491.014 0.972 41591.578
61 106 0.064 509.842 0.976 41594.755
61 107 0.064 497.670 0.977 41597.949
61 108 0.063 507.847 0.978 41601.153
61 109 0.066 511.432 0.977 41604.312
61 110 0.070 493.784 0.975 41607.489
61 111 0.064 489.799 0.976 41610.664
61 112 0.083 455.021 0.975 41613.876
61 113 0.056 490.496 0.980 41617.078
61 114 0.061 480.117 0.978 41620.283
61 115 0.068 503.059 0.975 41623.491
61 116 0.087 489.570 0.969 41626.676
61 117 0.146 502.786 0.955 41629.871
61 118 0.073 480.864 0.974 41633.098
61 119 0.063 489.928 0.976 41636.320
61 120 0.067 518.841 0.974 41639.461
61 121 0.083 482.584 0.972 41642.660
61 122 0.072 493.946 0.972 41645.861
61 123 0.062 478.120 0.977 41649.107
61 124 0.053 479.663 0.981 41652.351
61 125 0.063 485.281 0.977 41655.552
61 126 0.053 485.712 0.981 41658.733
61 127 0.062 475.088 0.977 41661.896
61 128 0.120 477.157 0.962 41665.169
61 129 0.096 474.007 0.967 41668.307
61 130 0.071 458.280 0.973 41671.413
61 131 0.087 412.878 0.970 41674.544
61 132 0.073 463.136 0.976 41677.726
61 133 0.055 454.597 0.979 41680.836
61 134 0.057 457.014 0.981 41684.031
61 135 0.070 468.838 0.975 41687.214
61 136 0.077 477.288 0.977 41690.744
61 137 0.188 481.631 0.953 41695.399
61 138 0.065 500.179 0.978 41700.046
61 139 0.116 480.772 0.960 41704.832
61 140 0.081 481.939 0.969 41709.612
61 141 0.090 507.120 0.969 41714.405
61 142 0.120 454.949 0.959 41719.187
61 143 0.071 466.741 0.975 41724.003
61 144 0.055 494.444 0.984 41728.644
61 145 0.070 474.664 0.976 41733.292
61 146 0.114 473.838 0.967 41736.803
61 147 0.198 494.477 0.943 41741.369
61 148 0.095 459.142 0.970 41745.975
61 149 0.098 481.663 0.969 41750.587
61 150 0.094 486.046 0.973 41755.138
61 151 0.059 473.181 0.982 41759.671
61 152 0.074 471.264 0.978 41764.287
61 153 0.104 484.639 0.967 41768.820
61 154 0.101 497.394 0.970 41772.359
61 155 0.102 489.853 0.971 41777.078
61 156 0.163 478.995 0.954 41781.772
61 157 0.183 436.357 0.951 41786.799
61 158 0.151 477.190 0.948 41791.578
61 159 0.224 484.541 0.937 41796.742
61 160 0.068 470.966 0.978 41801.558
61 161 0.185 472.753 0.950 41806.205
61 162 0.072 451.838 0.977 41809.738
61 163 0.087 456.465 0.972 41814.345
61 164 0.065 451.158 0.980 41818.968
61 165 0.190 466.477 0.951 41823.536
61 166 0.101 448.543 0.971 41827.143
61 167 0.209 489.954 0.947 41831.796
61 168 0.121 452.980 0.963 41835.408
61 169 0.052 478.095 0.983 41838.980
61 170 0.067 468.518 0.979 41842.553
61 171 0.059 473.385 0.981 41846.087
61 172 0.102 460.921 0.970 41850.652
61 173 0.142 467.090 0.959 41855.249
62 0 0.068 480.875 0.976 42029.305
62 1 0.057 487.201 0.979 42032.494
62 2 0.078 462.944 0.975 42035.728
62 3 0.077 480.739 0.973 42039.069
62 4 0.083 484.096 0.974 42042.456
62 5 0.068 518.465 0.976 42045.744
62 6 0.054 459.604 0.981 42049.081
62 7 0.065 451.212 0.977 42052.445
62 8 0.077 485.412 0.973 42055.793
62 9 0.060 476.820 0.980 42059.102
62 10 0.062 474.277 0.978 42062.387
62 11 0.051 448.194 0.982 42065.656
62 12 0.062 458.404 0.977 42068.911
62 13 0.055 493.740 0.980 42072.225
62 14 0.070 490.692 0.975 42075.449
62 15 0.057 450.210 0.980 42078.689
62 16 0.050 481.019 0.982 42081.922
62 17 0.061 471.400 0.978 42085.143
62 18 0.059 478.520 0.979 42088.456
62 19 0.054 474.689 0.981 42091.841
62 20 0.054 485.319 0.980 42095.194
62 21 0.052 483.633 0.982 42098.551
62 22 0.053 470.934 0.982 42101.949
62 23 0.049 459.914 0.982 42105.274
62 24 0.045 451.295 0.984 42108.620
62 25 0.049 469.891 0.982 42111.975
62 26 0.045 469.600 0.984 42115.374
62 27 0.046 478.471 0.984 42118.662
62 28 0.059 449.162 0.977 42121.998
62 29 0.048 460.757 0.984 42125.315
62 30 0.053 472.412 0.982 42128.757
62 31 0.053 469.848 0.983 42132.111
62 32 0.052 474.248 0.983 42135.549
62 33 0.059 485.796 0.978 42138.943
62 34 0.052 483.445 0.985 42142.332
62 35 0.053 469.064 0.983 42145.724
62 36 0.063 434.944 0.979 42149.056
62 37 0.054 459.824 0.983 42152.372
62 38 0.049 478.032 0.985 42155.731
62 39 0.046 470.282 0.985 42159.048
62 40 0.046 455.121 0.986 42162.379
62 41 0.049 449.442 0.984 42165.782
62 42 0.047 449.836 0.986 42169.083
62 43 0.045 479.138 0.986 42172.419
62 44 0.049 469.115 0.984 42175.729
62 45 0.052 464.484 0.984 42179.077
62 46 0.047 477.160 0.986 42182.359
62 47 0.047 456.603 0.984 42185.672
62 48 0.051 471.004 0.984 42188.983
62 49 0.084 506.092 0.972 42192.312
62 50 0.052 472.678 0.982 42195.627
62 51 0.055 458.290 0.983 42198.937
62 52 0.200 473.972 0.952 42202.285
62 53 0.058 457.063 0.981 42205.629
62 54 0.045 461.605 0.987 42208.955
62 55 0.051 445.937 0.984 42212.337
62 56 0.048 474.364 0.985 42215.675
62 57 0.043 468.013 0.987 42218.969
62 58 0.050 466.235 0.984 42222.312
62 59 0.048 466.631 0.985 42225.668
62 60 0.049 465.232 0.985 42229.026
62 61 0.048 473.245 0.985 42232.350
62 62 0.055 464.725 0.983 42235.694
62 63 0.059 471.004 0.981 42239.086
62 64 0.055 465.851 0.980 42242.544
62 65 0.045 419.044 0.987 42245.977
62 66 0.056 460.671 0.981 42249.296
62 67 0.061 475.341 0.980 42252.673
62 68 0.053 446.357 0.982 42255.994
62 69 0.048 470.709 0.983 42259.331
62 70 0.065 515.426 0.975 42262.642
62 71 0.051 455.370 0.982 42266.018
62 72 0.105 481.263 0.965 42269.328
62 73 0.137 472.052 0.960 42272.749
62 74 0.064 464.219 0.980 42276.090
62 75 0.090 477.877 0.972 42279.482
62 76 0.116 466.108 0.969 42282.804
62 77 0.086 464.111 0.970 42286.123
62 78 0.057 498.703 0.981 42289.469
62 79 0.073 502.232 0.975 42292.761
62 80 0.063 534.474 0.980 42296.066
62 81 0.092 472.655 0.969 42299.379
62 82 0.105 450.333 0.967 42302.707
62 83 0.082 476.955 0.973 42306.028
62 84 0.060 473.463 0.980 42309.359
62 85 0.060 451.273 0.979 42312.825
62 86 0.072 468.177 0.976 42316.139
62 87 0.047 468.339 0.985 42319.392
62 88 0.135 497.652 0.949 42322.694
62 89 0.064 471.868 0.978 42325.967
62 90 0.055 461.166 0.982 42329.202
62 91 0.107 494.452 0.968 42332.429
62 92 0.108 468.956 0.967 42335.655
62 93 0.077 484.933 0.977 42338.927
62 94 0.104 475.561 0.968 42342.264
62 95 0.103 490.663 0.963 42345.699
62 96 0.069 474.146 0.977 42348.998
62 97 0.065 458.634 0.979 42352.237
62 98 0.061 481.907 0.979 42355.498
62 99 0.060 442.690 0.980 42358.819
62 100 0.073 460.311 0.976 42362.182
62 101 0.075 470.373 0.974 42365.679
62 102 0.087 462.101 0.971 42369.108
62 103 0.086 469.890 0.972 42372.478
62 104 0.073 463.796 0.976 42375.868
62 105 0.060 480.032 0.977 42379.178
62 106 0.059 512.285 0.978 42382.472
62 107 0.060 504.371 0.979 42385.767
62 108 0.060 492.846 0.979 42389.078
62 109 0.062 497.608 0.977 42392.320
62 110 0.066 484.272 0.976 42395.586
62 111 0.069 458.829 0.975 42398.849
62 112 0.085 475.053 0.975 42402.157
62 113 0.056 484.005 0.980 42405.460
62 114 0.068 483.162 0.977 42408.764
62 115 0.067 504.877 0.975 42412.077
62 116 0.074 470.066 0.973 42415.377
62 117 0.140 483.882 0.955 42418.657
62 118 0.066 482.063 0.975 42421.972
62 119 0.058 512.324 0.978 42425.285
62 120 0.064 456.605 0.976 42428.546
62 121 0.080 496.666 0.972 42431.841
62 122 0.068 498.137 0.975 42435.143
62 123 0.063 437.354 0.976 42438.471
62 124 0.053 449.549 0.983 42441.821
62 125 0.059 502.165 0.978 42445.126
62 126 0.048 493.580 0.984 42448.396
62 127 0.058 488.881 0.980 42451.657
62 128 0.115 454.052 0.964 42455.034
62 129 0.079 465.521 0.974 42458.276
62 130 0.062 440.941 0.978 42461.472
62 131 0.077 440.998 0.976 42464.690
62 132 0.068 452.528 0.976 42467.984
62 133 0.056 464.647 0.979 42471.183
62 134 0.048 453.723 0.984 42474.459
62 135 0.075 484.631 0.974 42477.740
62 136 0.073 466.345 0.978 42481.364
62 137 0.189 477.051 0.952 42486.134
62 138 0.068 501.687 0.973 42490.912
62 139 0.100 458.562 0.966 42495.793
62 140 0.092 486.223 0.968 42500.661
62 141 0.089 473.965 0.966 42505.557
62 142 0.124 487.474 0.958 42510.459
62 143 0.063 468.269 0.979 42515.389
62 144 0.053 445.673 0.985 42520.152
62 145 0.071 474.524 0.976 42524.901
62 146 0.108 464.426 0.969 42528.500
62 147 0.187 489.311 0.947 42533.170
62 148 0.098 475.325 0.970 42537.882
62 149 0.089 502.762 0.971 42542.608
62 150 0.086 480.074 0.973 42547.256
62 151 0.058 473.666 0.981 42551.903
62 152 0.069 498.929 0.976 42556.620
62 153 0.101 505.364 0.967 42561.265
62 154 0.104 484.663 0.970 42564.905
62 155 0.112 441.993 0.967 42569.721
62 156 0.169 471.547 0.952 42574.536
62 157 0.190 443.726 0.949 42579.660
62 158 0.145 509.973 0.949 42584.521
62 159 0.218 475.739 0.940 42589.807
62 160 0.079 483.527 0.975 42594.721
62 161 0.193 473.469 0.947 42599.485
62 162 0.076 481.211 0.974 42603.091
62 163 0.079 459.828 0.975 42607.788
62 164 0.059 460.276 0.982 42612.483
62 165 0.198 425.539 0.948 42617.149
62 166 0.095 456.898 0.972 42620.838
62 167 0.181 494.978 0.958 42625.594
62 168 0.120 433.158 0.962 42629.299
62 169 0.049 492.978 0.984 42632.958
62 170 0.069 486.881 0.979 42636.619
62 171 0.058 479.407 0.982 42640.228
62 172 0.114 475.561 0.963 42644.892
62 173 0.138 491.792 0.960 42649.587
63 0 0.066 476.269 0.977 42827.999
63 1 0.053 450.272 0.980 42831.231
63 2 0.075 475.745 0.975 42834.493
63 3 0.090 492.879 0.972 42837.878
63 4 0.065 528.883 0.978 42841.326
63 5 0.071 472.766 0.973 42844.639
63 6 0.057 479.632 0.981 42848.007
63 7 0.060 486.156 0.980 42851.395
63 8 0.075 479.715 0.974 42854.752
63 9 0.056 483.975 0.982 42858.093
63 10 0.062 455.334 0.980 42861.414
63 11 0.056 451.398 0.981 42864.749
63 12 0.059 492.143 0.976 42868.039
63 13 0.051 462.816 0.981 42871.371
63 14 0.053 462.554 0.981 42874.633
63 15 0.050 466.171 0.982 42877.929
63 16 0.054 463.345 0.980 42881.198
63 17 0.066 470.739 0.978 42884.447
63 18 0.066 464.950 0.980 42887.681
63 19 0.043 469.160 0.987 42890.994
63 20 0.045 480.375 0.983 42894.278
63 21 0.051 478.359 0.982 42897.556
63 22 0.052 466.997 0.984 42900.901
63 23 0.052 481.154 0.980 42904.168
63 24 0.044 456.013 0.986 42907.428
63 25 0.051 480.226 0.983 42910.708
63 26 0.042 470.070 0.985 42914.018
63 27 0.044 493.147 0.986 42917.288
63 28 0.049 477.501 0.984 42920.580
63 29 0.062 468.316 0.980 42923.869
63 30 0.050 460.882 0.984 42927.302
63 31 0.053 496.708 0.983 42930.630
63 32 0.044 463.106 0.987 42934.047
63 33 0.060 449.304 0.979 42937.399
63 34 0.053 490.610 0.981 42940.750
63 35 0.065 450.871 0.977 42944.113
63 36 0.055 470.332 0.982 42947.409
63 37 0.065 461.699 0.978 42950.697
63 38 0.050 472.997 0.986 42954.031
63 39 0.049 453.919 0.984 42957.333
63 40 0.042 491.144 0.988 42960.652
63 41 0.052 455.567 0.983 42964.037
63 42 0.046 463.860 0.986 42967.316
63 43 0.044 470.913 0.986 42970.643
63 44 0.057 447.463 0.981 42973.939
63 45 0.047 487.844 0.986 42977.271
63 46 0.047 462.545 0.984 42980.540
63 47 0.052 469.384 0.983 42983.824
63 48 0.062 493.055 0.978 42987.113
63 49 0.070 475.587 0.979 42990.416
63 50 0.049 451.486 0.983 42993.703
63 51 0.044 474.567 0.986 42996.983
63 52 0.195 482.385 0.953 43000.308
63 53 0.063 484.228 0.979 43003.631
63 54 0.045 483.943 0.986 43006.932
63 55 0.043 474.865 0.986 43010.298
63 56 0.044 469.852 0.986 43013.620
63 57 0.051 485.905 0.985 43016.888
63 58 0.050 472.625 0.984 43020.218
63 59 0.051 475.269 0.983 43023.554
63 60 0.049 452.884 0.984 43026.903
63 61 0.047 466.863 0.984 43030.219
63 62 0.043 419.476 0.988 43033.546
63 63 0.057 466.462 0.981 43036.920
63 64 0.061 460.793 0.979 43040.354
63 65 0.045 481.695 0.986 43043.761
63 66 0.058 462.982 0.980 43047.053
63 67 0.053 475.402 0.983 43050.412
63 68 0.047 464.096 0.984 43053.702
63 69 0.052 457.040 0.982 43057.001
63 70 0.055 470.522 0.981 43060.271
63 71 0.054 504.200 0.981 43063.616
63 72 0.095 464.918 0.969 43066.899
63 73 0.139 465.079 0.957 43070.288
63 74 0.060 470.557 0.980 43073.601
63 75 0.083 471.528 0.972 43076.972
63 76 0.079 467.641 0.972 43080.285
63 77 0.084 472.371 0.972 43083.567
63 78 0.059 526.768 0.979 43086.881
63 79 0.067 522.508 0.978 43090.143
63 80 0.059 494.787 0.981 43093.427
63 81 0.091 475.607 0.969 43096.734
63 82 0.112 472.935 0.965 43100.036
63 83 0.087 516.612 0.971 43103.338
63 84 0.058 461.509 0.980 43106.634
63 85 0.069 465.238 0.975 43110.072
63 86 0.078 480.845 0.973 43113.397
63 87 0.051 468.318 0.982 43116.629
63 88 0.111 494.459 0.956 43119.899
63 89 0.064 459.718 0.978 43123.140
63 90 0.057 479.006 0.982 43126.354
63 91 0.106 476.471 0.967 43129.551
63 92 0.117 490.042 0.966 43132.743
63 93 0.072 478.368 0.977 43135.987
63 94 0.088 497.240 0.971 43139.285
63 95 0.079 468.641 0.970 43142.695
63 96 0.070 491.673 0.976 43145.973
63 97 0.064 469.190 0.977 43149.193
63 98 0.061 481.200 0.979 43152.430
63 99 0.058 461.750 0.979 43155.718
63 100 0.073 486.152 0.975 43159.055
63 101 0.070 487.039 0.976 43162.515
63 102 0.074 472.022 0.974 43165.896
63 103 0.099 465.348 0.967 43169.242
63 104 0.076 425.686 0.974 43172.622
63 105 0.062 500.945 0.978 43175.898
63 106 0.058 470.723 0.978 43179.149
63 107 0.059 480.345 0.977 43182.399
63 108 0.066 470.450 0.977 43185.668
63 109 0.060 484.209 0.978 43188.875
63 110 0.058 447.745 0.979 43192.105
63 111 0.074 475.150 0.971 43195.339
63 112 0.086 475.580 0.972 43198.618
63 113 0.081 476.008 0.970 43201.907
63 114 0.068 475.636 0.976 43205.185
63 115 0.063 482.415 0.978 43208.449
63 116 0.075 488.252 0.974 43211.714
63 117 0.130 501.719 0.958 43214.966
63 118 0.066 446.004 0.976 43218.247
63 119 0.060 504.727 0.979 43221.532
63 120 0.063 487.024 0.976 43224.792
63 121 0.081 501.758 0.973 43228.064
63 122 0.062 485.903 0.977 43231.335
63 123 0.057 491.022 0.978 43234.651
63 124 0.058 459.184 0.983 43237.971
63 125 0.061 481.925 0.977 43241.237
63 126 0.050 477.011 0.983 43244.487
63 127 0.054 461.318 0.980 43247.732
63 128 0.108 478.549 0.965 43251.046
63 129 0.084 439.138 0.973 43254.262
63 130 0.072 439.070 0.973 43257.429
63 131 0.077 464.531 0.974 43260.629
63 132 0.072 445.226 0.974 43263.873
63 133 0.049 469.271 0.983 43267.034
63 134 0.054 488.735 0.981 43270.290
63 135 0.063 499.109 0.977 43273.548
63 136 0.073 463.249 0.978 43277.154
63 137 0.196 486.760 0.951 43281.886
63 138 0.071 483.584 0.975 43286.607
63 139 0.112 480.025 0.961 43291.452
63 140 0.109 486.371 0.964 43296.294
63 141 0.111 482.071 0.961 43301.141
63 142 0.118 483.282 0.962 43306.001
63 143 0.072 473.794 0.975 43310.895
63 144 0.054 480.144 0.984 43315.630
63 145 0.070 473.424 0.977 43320.354
63 146 0.105 466.891 0.970 43323.923
63 147 0.187 460.407 0.947 43328.554
63 148 0.101 454.495 0.969 43333.220
63 149 0.088 476.495 0.972 43337.895
63 150 0.087 495.199 0.973 43342.520
63 151 0.059 465.341 0.981 43347.130
63 152 0.067 491.292 0.977 43351.812
63 153 0.110 517.140 0.966 43356.416
63 154 0.101 486.473 0.969 43360.031
63 155 0.111 462.945 0.969 43364.814
63 156 0.152 477.923 0.956 43369.585
63 157 0.179 483.006 0.954 43374.680
63 158 0.158 514.827 0.943 43379.504
63 159 0.207 482.516 0.940 43384.752
63 160 0.075 446.853 0.976 43389.626
63 161 0.190 485.051 0.950 43394.336
63 162 0.074 463.751 0.976 43397.910
63 163 0.073 470.002 0.976 43402.568
63 164 0.059 486.566 0.981 43407.238
63 165 0.202 467.760 0.948 43411.870
63 166 0.098 449.923 0.970 43415.523
63 167 0.167 467.354 0.963 43420.224
63 168 0.119 464.708 0.963 43423.889
63 169 0.050 442.686 0.983 43427.504
63 170 0.063 479.740 0.980 43431.123
63 171 0.060 485.941 0.982 43434.679
63 172 0.099 469.422 0.970 43439.289
63 173 0.135 471.469 0.963 43443.929
64 0 0.068 490.540 0.977 43620.552
64 1 0.053 480.371 0.981 43623.810
64 2 0.079 469.553 0.974 43627.105
64 3 0.069 498.838 0.975 43630.518
64 4 0.072 480.466 0.978 43634.007
64 5 0.058 503.554 0.979 43637.339
64 6 0.054 462.137 0.981 43640.751
64 7 0.061 472.430 0.982 43644.180
64 8 0.074 484.215 0.974 43647.590
64 9 0.051 497.997 0.983 43650.961
64 10 0.056 455.655 0.980 43654.306
64 11 0.054 466.713 0.982 43657.649
64 12 0.059 457.890 0.978 43660.968
64 13 0.051 492.984 0.982 43664.322
64 14 0.058 484.436 0.979 43667.628
64 15 0.051 442.520 0.982 43670.943
64 16 0.052 496.939 0.982 43674.263
64 17 0.061 479.611 0.980 43677.540
64 18 0.061 467.669 0.979 43680.807
64 19 0.052 459.224 0.980 43684.146
64 20 0.056 467.926 0.980 43687.468
64 21 0.053 486.622 0.981 43690.785
64 22 0.060 467.190 0.981 43694.163
64 23 0.052 462.772 0.982 43697.464
64 24 0.045 458.428 0.985 43700.767
64 25 0.049 487.210 0.983 43704.087
64 26 0.043 466.376 0.984 43707.441
64 27 0.044 476.714 0.985 43710.695
64 28 0.059 479.595 0.980 43713.993
64 29 0.052 464.092 0.981 43717.284
64 30 0.054 469.642 0.982 43720.691
64 31 0.049 503.037 0.986 43724.021
64 32 0.044 478.460 0.986 43727.412
64 33 0.057 446.044 0.980 43730.764
64 34 0.056 465.751 0.981 43734.109
64 35 0.060 491.725 0.980 43737.482
64 36 0.059 459.398 0.980 43740.788
64 37 0.065 499.239 0.977 43744.074
64 38 0.048 475.988 0.986 43747.403
64 39 0.047 456.303 0.984 43750.685
64 40 0.046 470.966 0.986 43753.994
64 41 0.052 461.547 0.983 43757.358
64 42 0.049 444.367 0.986 43760.632
64 43 0.050 481.297 0.986 43763.972
